"Comments","Clinical Code",,,,"Sensitivity Code",,,,"Confidentiality Code",,,
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","61053-5","Norfentanyl [Presence] in Unspecified specimen","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","61052-7","Norfentanyl [Presence] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","61042-8","Fentanyl [Presence] in Unspecified specimen","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","60514-7","6-Acetylcodeine [Mass/volume] in Urine by Confirmatory method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","60467-8","Oxymorphone [Mass/volume] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","60330-8","Propoxyphene [Moles/volume] in Unspecified specimen","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","60276-3","Oxycodone+Oxymorphone cutoff [Mass/volume] in Urine for Screen method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","601737","Diamorphine [Mass/volume] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","601434","Diamorphine [Presence] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","60126-0","Papaverine [Mass/volume] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","60125-2","Papaverine [Mass/volume] in Blood","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","600826","Propoxyphene [Mass/volume] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","60071-8","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Mass/volume] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","600246","Propoxyphene [Mass/volume] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","599942","Propoxyphene [Presence] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59961-3","Propoxyphene [Moles/volume] in Gastric fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59960-5","Propoxyphene [Moles/volume] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59944-9","Normeperidine [Moles/volume] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59924-1","Meperidine [Moles/volume] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","599030","Dextromoramide [Presence] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59734-4","Propoxyphene [Presence] in Serum or Plasma by Screen method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59705-4","Methadone [Presence] in Serum or Plasma by Screen method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59673-4","Fentanyl [Presence] in Urine by Screen method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59355-8","Tapentadol [Mass/volume] in Tissue","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59354-1","Tapentadol [Mass/volume] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59353-3","Tapentadol [Mass/volume] in Body fluid","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","59352-5","Tapentadol [Mass/volume] in Blood","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","587555","Codeine [Mass/volume] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","586946","Codeine [Presence] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","586640","Codeine [Mass/volume] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","586336","Codeine [Presence] in Serum or Plasma","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58430-0","Oxycodone+Oxymorphone [Presence] in Urine by Screen method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58429-2","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Mass/volume] in Urine by Confirmatory method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58428-4","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Presence] in Urine by Confirmatory method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58402-9","Tapentadol [Mass/volume] in Urine by Confirmatory method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58401-1","Tapentadol [Presence] in Urine by Confirmatory method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58399-7","Norpropoxyphene/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58398-9","Propoxyphene/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58396-3","Oxymorphone/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58395-5","Oxycodone/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58394-8","Hydromorphone/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58393-0","Hydrocodone/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58392-2","Morphine/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58391-4","Codeine/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58390-6","2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP)/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58389-8","Normeperidine [Mass/volume] in Urine by Confirmatory method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58388-0","Normeperidine [Presence] in Urine by Confirmatory method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58387-2","Normeperidine/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58386-4","Meperidine/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58385-6","Meperidine+Normeperidine [Presence] in Urine by Screen method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58384-9","6-Monoacetylmorphine (6-MAM)/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58383-1","Norfentanyl [Mass/volume] in Urine by Confirmatory method","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
"Drug abuse information sensitivity","2.16.840.1.113883.6.1","LOINC","58382-3","Norfentanyl/Creatinine [Mass Ratio] in Urine","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"ETH","substance abuse information sensitivity","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"R","Restricted"
